Crakehill,Skip Bridge,Westwick,Arkengarthdale,East Cowton,Malham Tarn,Snaizeholme,Skelton
0,0,6.4,0.8,10.6,4.01,11.27,28.26
15.2,8,23.2,24,10.5,4.18,10.77,26.28
4,5.6,15.2,7.2,13.2,3.99,14.44,25.77
8.8,3.2,13.6,46.4,18,3.94,26.74,29.29
25.6,16.8,51.2,31.2,33.3,7,47.02,39.38
0,0,1.6,2.4,34.2,5.95,31.54,73.41
10.4,11.2,29.6,20,17.7,6.02,21.23,80.79
3.2,0,10.4,6.4,17.5,6.16,27.07,48.35
3.2,0,7.2,7.2,14.2,4.36,17.04,49.5
4,0,1.6,23.2,17.5,3.98,26.58,39.69
0,0,0,0,22.1,3.7,22.13,37.65
0,0,0,0,13.5,3.58,14.12,52.87
0,0,0,1.6,11.1,3.33,11.75,34.32
0.8,0,0,0,10.1,3.17,10.43,27.22
2.4,0,3.2,3.2,9.74,3.13,9.58,24.07
2.4,0,48,31.2,9.32,3.16,9.13,22.46
8,6.4,20.8,15.2,11.5,3.34,12.95,21.27
1.6,0,4,1.6,17.3,3.36,22.71,24.27
1.6,7.2,5.6,2.4,12.1,3.28,12.81,37.69
0,0,0,0,9.83,3.33,10.54,31.42
0,0,2.4,0,8.82,2.89,9.06,24.05
0,0,0,0,8.28,2.78,8.16,20.81
0,0,0,0,7.91,2.74,7.83,18.95
0,0,0,0,7.65,2.7,7.34,17.92
0,0,0,0,7.26,2.63,6.95,16.88
0,0,0,0,7.1,2.62,6.79,16.09
28,36,14.4,28,8.15,5.67,8.34,15.39
0,0,0.8,1.6,10.5,4.21,11.55,19.78
0,0,0,0,8.58,3.22,9.01,25.57
0,0,0,0,7.5,2.86,7.64,22.02
0,0,0,0,7.15,2.72,7.12,18.69
0,0,0,0,7.15,2.67,6.8,16.56
8.8,4.8,3.2,0,6.95,3.09,6.72,15.76
48.8,35.2,5.6,1.6,14.5,6.43,19.82,15.64
0,1.6,0.8,0,18.3,5.35,14,26.65
0,0,0,0,10.7,4.06,9.59,43.22
0,0,0,0,8.52,3.4,7.9,26.34
0,0,0,0,7.56,2.97,6.98,20.46
0,0,0,0,6.99,2.75,6.48,17.6
0,0,0,0,6.64,2.65,6.13,15.84
0,0,0,0,6.31,2.57,5.88,15.36
0,0,0,0,6.08,2.51,5.72,14.36
0,0,0,0,5.87,2.47,5.51,13.71
4.8,8,14.4,10.4,5.73,2.5,5.39,13.4
0.8,7.2,8.8,1.6,5.95,2.73,5.47,13.19
20,8.8,50.4,25.6,6.17,2.72,5.57,13.48
6.4,6.4,9.6,0.8,7.9,2.61,7.1,14.07
0.8,2.4,1.6,0.8,8.78,2.44,7.25,14.91
0,0,16.8,9.6,6.76,2.38,6.14,18.63
0,0,0,0,6.24,2.37,6.33,15.57
0,0,3.2,2.4,6.26,2.32,6.54,13.47
2.4,0,37.6,8,5.58,2.28,5.67,14.56
0,0,0,0,5.33,2.28,5.34,12.86
0,0,0,0,5.17,2.25,5.18,11.88
0,0,0,0,4.97,2.22,4.94,11.64
0,0,0,0,4.85,2.22,4.62,11.22
0,0,0,0,4.63,2.09,4.34,11.18
0,0,0,0,4.5,2.02,4.25,10.71
1.6,3.2,6.4,3.2,4.46,2.04,4.14,10.25
0,0,0.8,0,4.61,2.06,4.1,10.03
1.6,0,6.4,8,4.58,2.05,4.08,10.3
1.6,0,65.6,15.2,4.47,2.05,4.56,10.18
0,0,5.6,0,5.51,2.09,7.57,10.37
9.6,8,57.6,50.4,5.22,2.19,10.75,13.63
0,0,6.4,0.8,9.4,2.35,15.91,14.19
0,0,4.4,0,6.46,2.08,8,26.89
8.8,21.6,34.4,13.6,5.18,2,6.19,18.78
0,0,0,0,4.99,2.37,5.55,13.75
0,0,4,16,5.5,2.08,6.01,12.5
0,0,6.4,8.8,4.83,1.98,7.07,12.76
0,0,0,0,5.82,1.92,8.49,12.27
0,0,8,4.8,4.69,1.88,5.68,15.79
0,0,0,0.8,4.12,1.8,4.77,12.57
0,0,0.8,1.6,3.9,1.79,4.34,10.65
0,0,0,0,3.83,1.83,4.06,9.88
0,0,0,0,3.68,1.84,4.01,9.5
0.8,0,6.4,3.2,3.67,1.84,4.05,9.23
0,0,6.4,1.6,3.61,1.81,3.91,8.72
10.4,0.8,52.4,9.6,3.67,1.96,3.83,8.91
0,0,0,0,3.75,2.33,3.72,9.24
0,0,0,0,3.74,1.98,3.78,9.71
0,0,0.8,0,3.68,1.82,3.71,9.33
0,0,0,4.8,3.52,1.75,3.67,8.99
0,0,0.8,6.4,3.47,1.75,3.6,8.42
0,3.2,0,0.8,3.39,1.73,3.37,8.32
0,0,0,0,3.48,1.68,3.42,8.16
0,0.8,0,0.8,3.31,1.66,3.36,7.97
0,2.4,2.4,0.8,3.21,1.67,3.27,7.74
0,0,0,0,3.14,1.64,3.14,7.65
0,0,0,0,3.07,1.61,3.15,7.43
0,0,0,0,3.1,1.65,3.11,7.5
0,0,0,0,3.01,1.64,3.08,7.12
0,0,0,0,2.96,1.64,3.04,6.62
1.6,4.8,4,1.6,2.92,1.64,2.97,6.3
0,0,0,0.8,3,1.66,2.96,6.34
0,0,0,0,2.91,1.59,2.89,6.15
20,37.2,54.4,18.4,3.52,2.79,3.51,5.89
0,0,0,0,4.47,3.26,3.55,7.6
1.6,3.2,12.8,17.6,3.64,1.99,3.63,11.16
6.4,19.2,28,16,3.9,2.79,3.57,8.65
0,0,0,0,3.69,2.07,3.33,9.5
0,0,0,0,3.32,1.77,3.33,8.67
6.8,18.4,1.6,10.4,3.16,1.72,3.28,8.08
1.6,13.6,0,8,4.3,2.73,4.49,7.81
3.2,0.8,0,7.2,4.24,2.27,4.19,9.43
0,0,0,1.6,3.66,2.31,3.91,10.57
24.4,1.6,0,30.4,3.26,1.92,3.51,9.69
13.6,26.4,0,2.4,3.58,2.19,4.95,8.18
4,0,5.6,1.6,5.82,2.05,7.36,8.73
0,0,0,0,4.19,1.74,4.86,14.1
0,0,0,0,3.69,1.67,4.13,11.62
0,0,0.8,0.8,3.4,1.75,3.74,9.8
0,0,0,0,3.21,1.7,3.64,8.95
8.8,1.6,0.8,0,3.18,1.67,3.51,8.48
4.8,7.2,1.6,0,3.26,1.7,3.44,8.16
0,0,0,0,3.25,1.68,3.36,7.75
0,0,0,0,3.1,1.61,3.31,7.65
0,0,0,0,2.97,1.55,3.21,7.35
0,0,0,0,2.89,1.54,3.13,6.91
1.6,0,8,8.8,2.85,1.55,3.09,6.76
13.6,17.6,64,24,3.29,1.78,3.26,6.59
0,0,1.6,2.4,5.5,1.86,6.15,7.16
0,0,7.2,7.2,5.51,1.52,5.26,9.92
0,0,0,0,4.02,1.46,4.23,12.64
0,0,0,1.6,3.53,1.43,3.98,9.52
0,0,0.8,0,3.25,1.42,3.64,8.37
10.4,11.2,45.2,31.6,3.23,1.65,3.57,7.35
16.8,3.2,44,49.6,4.53,1.82,7.65,7.16
9.6,15.2,50.4,19.2,13.9,2.36,37.8,10.28
5.6,0.8,29.6,21.6,9.97,1.98,14.11,38.58
2.4,0,67.6,13.6,5.84,1.55,11.51,33.27
3.2,0,9.6,6.4,5.66,1.5,12.3,18.75
0,0,8.8,0.8,4.56,1.53,9.8,17.88
20,0,8.8,3.2,4.18,1.48,7.49,16.12
14.4,31.2,40.8,19.2,4.08,1.86,7.31,13.02
12.8,30.8,4.8,9.6,10.5,5.2,22.41,11.92
0,0,0.8,0,9.55,2.56,11.55,27.63
4.8,2.4,24.8,11.2,5.59,1.86,7.39,29.49
4,0.8,18.4,12,4.58,1.69,5.95,16.21
0,0,1.6,1.6,4.67,1.64,7.27,11.88
4.8,14.4,35.2,22.4,5.28,1.63,6.87,11.61
0.8,1.6,5.6,5.6,5.19,1.62,11.96,12.97
8.8,8,12,8.8,6.24,1.96,11.34,14.41
12,7.2,44,17.6,6.25,1.8,10.45,19.49
20,10.4,38.8,17.6,12.5,2.29,19.52,17.45
10.4,1.6,23.2,40,17.7,3.05,29.77,24.22
21.6,48,100.4,40,20.2,5.33,43.15,41.61
5.6,2.4,8,8,34,5.36,38.01,58.29
28.8,20.8,10.4,4,18.4,2.87,24.87,78.25
26.4,24.8,53.6,12,33.6,9.73,45.27,47.36
0,0.8,0.8,3.2,28.6,4.82,26.3,69.31
0,0,0,0,12.5,2.73,14.59,68.41
0,0,0,0,8.88,2.27,10.4,34.88
6.4,5.6,14.4,6.4,7.61,2.32,8.7,23.01
15.2,8.8,16,7.2,7.43,2.94,8.79,18.87
4.8,0,0,0,11,3.75,13.23,18.87
0,0,0.8,0,10.5,2.79,10.29,24.02
0,0,0.8,0,7.4,2.37,7.82,26.1
9.6,9.6,20,16,6.49,2.29,7.02,18.27
17.6,44.8,43.2,24,24.2,6.02,37.79,15.2
0,0,0.8,0,22.1,4.32,22.98,42.36
0,0,3.2,0.8,11.5,2.94,13.88,59.44
0,0,2.4,0.8,8.71,2.51,10.39,32.42
0,0,4,0.8,7.3,2.35,8.68,21.78
0,0.8,3.2,0,6.44,2.25,7.6,17.77
5.6,4.8,44,16.8,6.08,2.35,7.05,15.4
12.8,28,73.2,27.2,8.47,3.21,21.79,15.49
11.2,28,11.2,6.4,32.2,6.52,38.31,20.48
0,0,0.8,0.8,20.7,4.2,19.73,65.22
0,0,0,0,11.9,2.91,12.49,55.08
0,0,0,0,9.5,2.53,9.64,31.18
0,0,15.2,7.2,7.96,2.44,8.26,23.44
0,0,7.2,4,7.24,2.37,8.74,19.71
0,0,0.8,0,6.98,2.35,8.87,17.59
0,0,0.8,0,6.32,2.25,7.44,17.71
0,0,0.8,0.8,5.89,2.56,6.71,15.38
0,0,0,0.8,5.55,2.62,6.11,14.3
0,0,0.8,0,5.26,2.6,5.82,13.35
0,0,0,0,5.1,2.59,5.55,12.78
1.6,3.2,1.6,3.2,4.97,2.57,5.36,12.13
4,4.8,4,4,4.91,2.54,5.37,11.81
0,0,0,0,5.09,2.52,5.65,11.44
0,0,0,0,4.9,2.48,5.52,11.74
8.8,13.6,6.4,10.4,5.06,2.57,5.58,11.67
30.4,33.6,20,9.6,9.96,4.03,10.72,12.37
8.8,0.8,16.8,4,18.2,4.25,16.39,20.34
16,27.2,54.4,16.8,17.5,4.68,28.09,38.84
22.4,25.6,87.2,26.4,67.4,13.08,59.86,41.47
0,0,27.2,8,38.2,6.42,29.31,100.9
14.4,28.8,67.2,28.8,19.7,10.76,27.9,82.47
0,0,6.4,5.6,21,10.94,34.52,57.03
0.8,0,40,26.4,16,7.68,24.17,63.62
2.4,0,29.6,7.2,12.9,5.26,21.28,50.23
0,1.6,6.4,3.2,11.3,4.67,16.06,40.8
14.4,7.2,29.6,12.8,10.7,6.15,14.75,33.32
12.8,0,55.6,31.6,23.6,10.35,43.48,30.45
0.8,0,5.6,0.8,24.7,14.28,38.61,55.25
0,0,0,0,14.1,12.39,19.45,82.34
16,28,40.8,28,13.4,13.09,24.24,52.2
1.6,12.8,4,0.8,23.5,11.82,29.84,43.76
20,48.8,56.8,30.4,50.4,31.41,55.71,63.13
0,0,0,0,45,16.92,33.34,108.2
0,0,6.4,0,21.3,10.7,21.67,108.4
7.2,0.8,41.6,8,16.1,8.93,17.12,62.52
15.2,4,51.2,16,17.8,15.71,35.34,45.96
2.4,0,3.2,6.4,24.7,20.25,35.25,56.48
2.4,0,4,3.2,20.3,14.25,25.9,79.89
24.8,29.6,67.2,25.6,25.7,19.02,43.93,65.09
20.8,2.4,100.8,99.2,63.4,21.64,86.32,66.21
27.2,4,76.8,55.2,107,36.51,134.36,129.3
20,0.8,24.8,20,79.4,34.49,81.6,229.8
6.4,1.6,15.2,19.2,43.7,21.93,51.65,196.1
12.8,0,45.6,20.8,28.2,17.98,40.5,138.5
18.4,31.2,30.4,14.4,30.1,17.62,42.89,90.63
12.8,0.8,32.8,21.6,59.9,25.74,75.82,87.73
7.2,15.2,57.6,19.2,66.3,37.63,65.73,129.9
0,0,0,0,44.3,23.69,37.81,162.6
0,0,0.8,2.4,24.7,16.42,27.12,126
3.2,0,2.4,2.4,19.8,11.02,22.29,79.39
0,0,1.6,0.8,17.5,9.14,19.5,58.4
0,0,4.8,0,15.8,8.32,17,49.85
0,0,21.6,0.8,14.2,7.9,15.17,44.41
0,0,0.8,0,13.1,7.04,13.95,39.81
0,0,0,0,12,5.19,12.64,36.81
0,0,0.8,0,11.2,4.88,11.58,32.22
0,0,0,0,10.6,4.72,10.66,29.67
0,0,0.8,0,10.1,4.55,10.09,27.54
0,0,0.8,0,9.71,4.47,9.59,26.45
23.2,14.4,16,31.2,10.6,5.91,16.16,24.38
26.4,44.8,69.6,35.2,49,20.44,63.81,23.95
10.4,16.8,36.8,15.2,70.4,19.58,61.5,90.54
1.6,0,22.4,5.6,60.2,16.05,55.21,151.7
14.4,26,32,24,63.3,18.54,78.05,137.3
18.4,28,51.2,36,86,23.05,101.16,140.4
4.8,0,0,6.4,62.9,19.19,49.47,177.8
11.2,7.2,76.8,57.6,45.5,26.02,88.91,156.3
16.8,0,4.8,31.2,72.6,29.09,86.03,131.1
3.2,0,38.4,21.6,94,23.22,101.68,173.5
18.4,46.4,38.4,21.6,59.9,25.87,67.64,196.3
0,0,0,0,66.3,25.18,48.4,156.1
0.8,0,12,7.2,35.7,17.52,33.04,152.1
0,0,2.4,0.8,30.9,15.66,35.51,98.55
16.8,14.4,41.2,50.4,24.5,14.71,39.21,82.78
23.2,8,17.6,20.8,57.6,19.29,73.75,73.66
1.6,1.6,8,3.2,46.7,20.16,51.45,136
0,0,0,0,30.3,13.13,32.98,122
0,0,0,0,21.6,10.92,24.58,87.13
0,0,0.8,0,17.9,9.45,19.74,63.21
0,0,0,0,15.8,8.7,16.76,51.71
0,0,10.4,6.4,15.4,8.31,16.06,44.81
4.8,0.8,27.2,18.4,19,8.89,24.33,41.37
40,16.8,66.4,55.2,27,11.61,59.03,49.17
13.6,27.2,47.2,25.6,66.7,24.38,67.55,71.25
51.2,17.2,130.8,139.2,103,44.52,163.69,154.4
8,6.4,17.6,5.6,185,60.85,189.72,212.5
8,0,0,0,142,57.85,105.24,319.1
6.4,0,0,0,103,47.38,84.54,309.1
0.8,0,4,1.6,61.6,27.86,44.17,254.1
0,0,2.4,0,34.8,17.79,30.17,181.2
0,0,0,0,23.9,15.1,24.7,111
4,0.8,28.8,6.4,20.7,14.13,22.22,75.25
7.2,17.6,72,38.4,44.3,20.45,81.72,63.81
0,0,0,0,62.6,20.07,57.87,109.1
0,0,32,4,32.7,16.65,34.94,153.9
4.8,0,19.2,12,34.2,15.99,43.26,97.96
6.4,0,68,36.8,29,15.04,47.68,90.79
23.2,34.4,77.6,39.2,34,16.01,65.54,86.84
0,0,0,0,62.9,17.34,53.08,106
0,0,0,3.2,29.5,11.26,28.9,138.4
0,0,31.2,8.8,21.9,10.32,23.57,83.9
4,0,12,16.8,21.1,11.26,28,60.6
0,0,4,9.6,24.9,11.46,33.23,59.33
6.4,12,12,17.6,22.5,10.15,26.41,70.24
24.8,33.6,40,13.6,33,12.42,40.98,63.19
2.4,0,0.8,1.6,64.9,16.1,46.25,71.23
24,17.6,12,12.8,39.1,13.4,34.8,127.5
19.2,13.6,17.6,16.8,49,16.43,46.51,91.41
50.4,35.2,52.8,40.8,58.9,19.56,81.69,108.3
2.4,5.6,13.6,17.6,103,31.91,74.7,125.2
24.8,1.6,45.6,27.2,64.5,24.87,70.27,203.6
1.6,0,12,4.8,60,22.31,60.92,159.7
18.4,31.2,0,6.4,41.8,18.54,42.45,151.9
19.2,45.6,19.2,15.2,60.1,22.31,34.98,112
24.8,24,0,38.4,50.6,18.78,29.41,119.4
13.6,0,38.8,26.4,88.6,48.08,142.4,114.3
6.4,0,26.4,4,162,71.24,127.18,182.4
0,0,0,0,97.8,51.51,62.92,319.6
121.6,36.8,252,268.8,139,66.9,301.6,261.9
3.2,0,3.2,5.6,220,74.03,374.06,272.8
0,0,0,0.8,171,54,78.92,448.1
6.4,0,8.8,17.6,103,38.67,66.93,362.3
0,0,0.8,0.8,75.5,29.6,48.79,266
0,0,2.4,2.4,46.3,21.12,38.24,220.7
0,0,4.8,0.8,36.5,16.89,34.73,160.6
4,9.6,27.2,10.4,29.8,15.55,31.03,107.3
2.4,2.4,1.6,8,31.1,16.81,35.05,85.22
0,0,0,0.8,26.4,11.96,27.86,89.57
12.8,22.4,0,8,31.2,15.08,29.43,76.91
18.4,0,36.8,34.4,136,41.91,110.53,79.76
7.2,15.2,55.2,16.8,91.3,32.94,95.98,265.2
12.8,5.6,18.4,25.6,71.3,25.78,67.66,222.3
43.2,16,30.4,16.8,79.4,22.55,80.03,182.6
12.8,7.2,43.2,28,103,33.32,97.25,168.2
8.8,0,64.8,19.2,78.7,44.95,76.54,203.7
24,0,80.8,57.6,50.5,27.79,61.68,210.3
8,0.8,22.4,12,83.5,29.26,102.52,156.8
24.8,0.8,36,32.8,56.5,24.65,68.9,191.2
5.6,0,20.8,16.8,67.9,22.38,69.52,154.7
87.2,37.6,117.6,93.6,96.9,40.16,167.89,159.1
13.6,1.6,17.6,8.8,163,55.18,114.74,190.7
0,0,4.8,3.2,80.9,33.25,63.25,308.4
0,0,1.6,0,45.3,19.53,45.05,226
0,0,0,0,32.3,14.77,34.86,139.2
2.4,0,50.4,8.8,26.9,11.59,34.7,93.19
2.4,0,16.8,14.4,38.9,16.88,45.94,74.32
0,0,19.2,1.6,26.5,14.87,34.54,121.7
14.4,5.6,4,8,22.2,12.71,28.87,85.82
16,1.6,18.8,21.6,25.8,18.21,48.11,70.17
0.8,0,8.8,0.8,33.8,15.48,42.81,80.91
6.4,6.4,13.6,6.4,24.2,12.36,32.93,99.76
4.8,4,23.2,17.6,22,12.14,28.63,74.98
1.6,0,9.6,4,20.9,11.63,26.76,65.88
0,0,0,0,24.9,10.34,47.88,61.27
7.2,14.4,42.4,16.8,52,8.59,76.35,71.17
0,0,0,0,42.4,10.98,43.54,116.1
0,0,0,0,24.7,9.07,31.56,111.3
4,7.2,11.2,1.6,23.8,7.74,30.72,71.55
0.8,0,8.8,7.2,21.6,7.84,25.61,62.09
11.2,0,26.4,14.4,17.8,7.57,21.17,58.38
31.2,24.8,38.4,28.8,29.2,9.94,39,49.53
15.2,0,11.2,6.4,35.8,14.66,46.1,61.78
0,0,12,0,32.4,10.11,33.85,93.22
0,0,0,0,21.4,7.47,24.75,80.6
0,0,0,0,17.4,6.09,19.97,57.9
0,0,0,0,15.9,5.62,17.45,46.13
0,0,0.8,0.8,18.3,4.93,17.96,40.86
13.6,0,42.4,30.4,17.1,4.95,17.21,40.86
18.4,0.8,46.4,22.4,24.6,5.87,43.23,40.43
26.4,18.4,108,64,22.7,5.98,43.72,64.58
1.6,4,2.4,2.4,41.9,8.93,56.01,62.84
16,23.2,29.6,8,21.6,7.21,27.07,102.4
0,0,0.8,0,19.4,6.45,20.71,64.95
11.2,15.2,12,4.8,24.8,7.5,26.17,50.25
3.2,0,96,12.8,38,8.79,33.02,52.39
0,0,29.6,4.8,23.1,7.27,29.33,76.74
0,0,0,0,18.5,6.18,21.34,62.72
0,0,3.2,0.8,15.9,5.44,16.64,49.5
2.4,7.2,4.8,11.2,14.2,4.75,14.22,40.47
0,0,2.4,2.4,13.2,4.35,12.95,35.43
0,0,0.8,0,12.3,4.03,12.2,31.7
0,0,1.6,0,11.6,3.95,11.43,29.57
0,0,0,0,10.7,3.74,10.32,27.77
0.8,2.4,0.8,2.4,10.4,3.61,9.85,25.67
0,0,0.8,0,10.2,3.6,9.42,24.25
0,0,0,0,9.7,3.5,9.01,23.77
0,0,0,0,9.17,3.37,8.45,22.66
0,0,0,0,8.75,3.17,8.1,21.52
0,0,0,0,8.58,3.45,7.79,19.85
0,0,0,0.8,8.45,3.48,7.57,19.57
0,0,0,0,8.33,3.44,7.4,19.38
9.6,2.4,63.2,16.8,8.32,3.47,7.34,18.88
11.2,12.8,8,7.2,8.79,3.78,7.79,18.71
0,1.6,17.6,11.2,8.75,3.47,8.09,19.71
0,17.2,2.4,1.6,8.66,3.48,7.42,19.71
0,0.8,7.2,3.2,8.47,3.32,7.3,19.44
49.6,18.4,27.2,16,8.29,4.04,8.18,19.19
0,0,0,0,17.7,4.67,15.9,19.12
8.8,14.4,10.4,6.4,15.3,3.57,11.2,32.45
0,0,0,0,12.9,3.32,9.55,33.44
0,0,0,0,10.2,3.06,8.04,27.08
0,0,0,0,8.94,2.96,7.13,22.33
0,0,0,0,8.26,2.91,6.65,19.38
0,0,0,0,7.83,2.86,6.21,17.92
0,0,0,0,7.57,2.81,6.04,16.98
0,0,0,4,7.37,2.79,5.85,16.26
0,0,0,0,7.15,2.58,5.71,15.72
0,0,4,0,6.93,2.43,5.5,14.89
0,0,0,0,6.73,2.44,5.35,13.56
0,0,0,0,6.56,2.38,5,12.56
0,0,0,0,6.69,2.36,4.79,11.91
0,0,0,0,6.6,2.33,4.73,11.54
11.2,7.2,0,4.8,6.46,2.31,4.69,11.73
0.8,2.4,0,0,6.4,2.3,4.6,12.3
4,6.4,0,0,6.47,2.28,4.55,12.14
0,1.6,0,0,6.39,2.28,4.42,12.12
0,0,0,0,6.28,2.28,4.39,12.01
0,0,0.8,0,6.14,2.21,4.37,11.82
8,4,37.6,4,6.02,2.2,4.38,11.5
0,0,0,0.8,6.02,2.25,4.39,11.2
15.2,8.8,28,17.6,6.15,2.33,4.73,11.47
13.6,18.4,22.4,13.6,7.59,3.71,5.49,12.04
2.4,0,12,12.8,7.65,2.72,5.47,14.42
1.6,0,0.8,0,7.51,2.41,5.43,14.61
0,0,6.4,3.2,7.38,2.32,5.4,13.72
0,0,0,0,6.36,2.28,4.99,13.68
0,0,1.6,0.8,6,2.22,4.69,12.64
0,0,0,0,5.79,2.18,4.63,12.27
17.6,23.2,37.6,25.6,6.07,2.67,5.41,11.81
0.8,4.8,0,0.8,9.55,3.72,6.44,12.16
0.8,0,13.6,1.6,8.81,2.5,5.97,17.4
16,6.4,47.2,27.2,7.17,2.53,5.55,17.25
3.2,28.4,25.6,13.6,7.82,3.03,8.65,14.84
14.4,6.4,35.2,10.4,9.57,2.44,10,16.49
0,0,0,3.2,7.71,2.41,9.04,21.29
0,0,0,0,7.15,2.23,7.55,18.77
0,2.4,6.4,4,6.39,2.11,6.24,17.06
1.6,4.8,0.8,1.6,5.96,2.03,5.59,14.69
4.8,4,38.4,19.2,5.92,2.24,5.58,13.33
9.6,23.2,7.2,5.6,6.19,2.19,5.52,12.12
0,0,4,0,6.11,2.04,7.43,12.06
1.6,0.8,8,3.2,5.68,2,6.13,14.73
6.4,6.4,2.4,0,5.45,1.96,5.36,13.59
0.8,0,0,0,5.38,1.98,5.04,12.16
0,0,0,0,5.07,1.87,4.55,11.54
1.6,0.8,0.8,0,4.94,1.87,4.4,10.68
1.6,4.8,0,0,5.09,2.05,4.42,10.16
4,3.2,0,0.8,5.08,1.91,4.26,10.48
0,0.8,0,0,4.9,1.84,4.25,10.31
0,0,0.8,0,4.7,1.82,4.11,10.09
0,0,0,0,4.42,1.79,3.99,9.71
3.2,8,4.8,3.2,4.35,1.78,3.88,9.33
1.6,3.2,25.6,12,4.41,1.8,3.9,8.95
0,0,0,0,4.63,1.79,3.86,9.01
2.4,0,18.4,22.4,4.45,1.76,4.03,8.96
0.8,0,4.8,9.6,4.25,1.71,4.84,8.94
0,0,0,0,5.19,1.67,8.06,8.59
0,0,0,0,4.89,1.6,5.47,12.8
0,0,0,0,4.27,1.6,4.4,11.43
0,0,0,0,3.99,1.62,3.95,9.52
0,0,0,0,3.97,1.64,3.88,8.45
0,0,0,0,4.1,1.64,3.71,8.22
0,0,0,0,3.86,1.57,3.55,8.24
0,0,0,0,3.62,1.56,3.45,7.9
0,0,0,0,3.48,1.55,3.28,7.3
0,0,0,0,3.39,1.46,3.09,6.6
0,0,0,0,3.32,1.31,3.03,6.59
0,0,0,0,3.38,1.32,3.06,6.52
0,0,4.8,0,3.4,1.34,3.04,6.62
0,0,5.6,0,3.45,1.32,3.08,6.52
0,0.8,0,0,3.41,1.32,3.05,6.49
0,0,2.4,4.8,3.6,1.34,3.07,6.48
3.2,0,12,12,3.45,1.34,3.07,6.43
0,0,0,0,3.58,1.3,3.65,6.25
0,0,0,0,4.19,1.25,4.3,6.16
0,0,0,0,3.62,1.25,3.57,8.09
3.2,15.2,0,0,3.48,1.29,3.38,7.29
0,0,0,0,3.53,1.44,3.26,6.44
0,13.6,0,0,3.83,1.4,3.82,6.5
1.6,10.8,0,0,5.01,1.47,3.85,6.78
0.8,3.2,0,0.8,4.02,1.55,3.42,8.68
0,0,0,0.8,3.71,1.37,3.23,8.09
15.2,17.6,11.2,0.8,3.69,1.47,3.18,7.02
2.4,0.8,76,0.8,3.9,1.56,4.7,6.69
0,0,4.8,0.8,3.79,1.38,7.39,7.74
0.8,0,0.8,1.6,3.83,1.27,5.14,9.99
2.4,5.6,13.6,4.8,3.78,1.47,4.09,9.03
0,0,0,0,3.4,1.28,3.57,7.94
1.6,0,8,4,3.31,1.19,3.56,7.09
0,0,4,0,3.3,1.21,3.37,6.71
0,0,0,0,3.2,1.2,3.18,6.38
0.8,1.6,0,0,3.16,1.2,3.09,5.95
0,0,0,0,3.13,1.19,2.99,5.62
0,0,0,0,3.06,1.16,2.86,5.54
0,0,0,0,2.78,1.14,2.72,5.41
0,0,8.8,9.6,2.66,1.12,2.59,5.29
0,0,0,0.8,2.55,1.12,2.96,5.2
0,0,0,0,2.66,1.1,3.04,5.05
0,0,0,0,2.62,1.1,2.81,5.49
0,0,4,0,2.43,1.07,2.54,5.23
0,0,0,0,2.43,1.06,2.4,4.81
0,0,0,0,2.43,1.08,2.39,4.43
0,0,0,0,2.45,1.1,2.36,4.58
0,0,0,0,2.51,1.07,2.31,4.61
0,0,0,0,2.4,1.08,2.29,4.6
0,0,0,0,2.36,1.07,2.3,4.7
0,0,0,0,2.34,1.08,2.25,4.58
0,0,0,0,2.37,1.09,2.19,4.26
3.2,8.8,43.2,6.4,2.5,1.1,2.27,4.15
0,0,0,0,2.59,1.12,2.23,4.15
0,0,0,0,2.51,1.07,2.21,4.45
0,0,0,0,2.44,1.06,2.16,4.38
0,0,0.8,0,2.41,1.04,2.16,4.2
0,0,0,0,2.37,1.04,2.12,4.08
0,0,0,0,2.34,1.03,2.1,3.86
0,0,0,0,2.35,1.04,2.13,4.12
0,0,0,0,2.39,1.02,2.17,4.18
