Crakehill,Skip Bridge,Westwick,Arkengarthdale,East Cowton,Malham Tarn,Snaizeholme,Skelton
0,0,0,0,2.27,1.02,2.09,4.01
0,0,0,0,2.13,1,2.04,3.97
2.4,0,2.4,2.4,2.08,1.04,2.02,4.14
0.8,0,29.6,7.2,2.06,1,2,3.69
0.8,0.8,0,0.8,2.11,1.02,1.95,3.76
1.6,0.8,11.2,3.2,2.17,1.06,2.1,3.75
0,0,8,5.6,2.38,1.1,2.11,4.25
0,0,0,0,2.23,1.06,2.11,4.55
0.8,0,4.8,4,2.19,1.04,2.2,4.55
0,0,0,0,2.24,1.04,2.26,4.43
0,0,0,0,2.26,1.1,2.29,4.62
0.8,0,0.8,0,2.27,1.11,2.31,4.63
0,11.2,16.8,4,2.4,1.18,2.3,4.69
17.6,25.6,12.8,7.2,2.55,1.16,2.31,4.77
0,0,4.8,0,2.88,1.17,2.45,4.94
0.8,0,0,2.4,2.72,1.14,2.41,5.22
4.8,3.2,3.2,0.8,2.66,1.14,2.38,5.34
35.2,71.2,47.2,24.8,5.09,3.54,3.65,5.25
4.8,24.8,0.8,1.6,9.26,9.59,5.91,8.92
0,52.8,0,0,7.62,3.83,5.59,22.79
28,10,46.4,25.6,5.51,1.91,3.88,20.01
5.6,69.6,5.6,27.2,8.24,3.87,4.58,11.31
5.6,0,1.6,0.8,8.44,2.33,6.84,15.12
0,0,7.2,0,5.69,1.91,5.14,18.72
0,0,0,0,4.82,1.64,4.15,14.16
0,0,0,0,4.18,1.48,3.77,10.98
0,0,0,0,3.73,1.38,3.41,9.33
2.4,9.6,11.6,0,3.6,1.32,3.22,8.33
0,0,0,4,3.67,1.34,3.18,7.61
0.8,0,0,0,3.39,1.32,3.1,7.52
0,0,0,0,3.2,1.3,2.99,7.27
0,0,0,0,3.1,1.27,2.88,6.84
1.6,0,2.4,1.6,3.04,1.29,2.77,6.59
1.6,0,6.4,15.2,2.93,1.27,2.69,6.28
16.8,12,43.2,51.6,3,1.34,5.03,6.04
2.4,4,40.8,13.6,5.79,1.44,7.82,6.28
0,0,18.4,2.4,5.62,2.73,15.25,13.2
11.2,1.6,42.4,8.8,5.57,2.22,8.65,18.67
0,0,15.2,2.4,4.32,1.7,6.86,17.88
0,0,0.8,0,4.16,1.47,5.53,12.14
1.6,0,20,7.2,3.71,1.45,4.72,10.73
4,2.4,14.4,16,3.53,1.65,4.18,9.43
5.6,6.4,6.4,4,3.66,1.52,6.43,8.58
6.4,1.6,29.6,43.2,5.01,1.43,6.42,9.64
6.4,12,15.2,12.8,9.34,1.43,25.34,11.2
0.8,0,29.2,9.6,12.3,1.53,15.58,24.47
26.4,6.4,53.6,46.4,15.5,1.72,32.47,31.62
4,0,18.4,13.6,22.9,2.36,24.88,32.1
0.8,0,0,0,10.3,1.79,15.64,56.63
4,0,0,0.8,8,1.62,10.19,28.7
1.6,0,0,0,5.82,1.5,7.3,20.15
0,0,0.8,0,4.98,1.46,6.04,12.82
0,0,4,0.8,4.5,1.47,5.18,11.69
0,0,0,0,4.18,1.45,4.55,9.75
0,0,0,0,3.91,1.45,4.17,9.05
0,0,8.8,8,3.69,1.44,3.9,8.78
0,0,0,0.8,3.52,1.42,3.93,8.09
13.6,4,32,44,3.74,1.73,5.6,8.05
0.8,0,0,0,5.67,1.55,13.41,8.66
1.6,0,19.2,3.2,5.19,1.45,7.04,17.19
0.8,2.4,6.4,0.8,4.34,1.46,7.19,14.48
0,0,0,0,4.62,1.47,6.82,11.44
0,0,0,9.6,4.01,1.42,5.42,12.02
0,0,0,0.8,3.7,1.39,4.83,10.47
12,20,17.6,0,3.85,1.42,5.05,9.25
1.6,0,11.2,0,5.26,1.97,12.36,9.19
1.6,0,16.8,0,9.27,1.59,12.17,13.35
0.8,2.4,16.8,0,6.06,1.47,8.01,22.87
0,0,0.8,0,5.19,1.42,7.62,15.78
0,0,0.8,0,4.55,1.41,6.24,13.41
0,0,0.8,0,4.12,1.4,5.36,11.75
1.6,2.4,0,13.6,3.88,1.43,4.85,10.26
0,0,0,0,3.66,1.35,4.49,9.34
0,0,0,0,3.55,1.37,4.18,8.6
0,0,0,0,3.48,1.35,3.94,8.09
0,0,0,0,3.27,1.3,3.93,7.74
0,0,0,0,3.21,1.28,3.73,7.14
0,1.6,0,0,3.13,1.31,3.55,6.91
0,11.2,0,0.8,3.1,1.34,3.53,6.76
1.6,18.4,0,3.2,3.19,1.37,3.5,6.48
1.6,7.2,0,1.6,3.31,1.51,3.52,6.4
12.8,25.6,0,9.6,3.39,1.6,3.62,6.78
44.8,56,0,40,5.5,2.81,14.23,7.23
0,0,0,0,31.1,4.94,33.16,10.64
0,0,0,0,11.9,2.44,13.65,59.55
0,0,0,4.8,7.77,1.89,9.24,35.39
36.8,56,0,61.6,7.29,2.08,10.7,20
45.6,77.6,0,6.4,52.8,3.8,58.58,17.3
0.8,21.6,0,0,27.4,3,21.62,76.99
0,0,0,0,13.2,2.05,12.59,66.66
0,0,0,0,9.66,1.77,9.36,31.58
0.8,0,0,0,8.95,1.68,7.93,21.68
15.2,9.6,0,20.8,8.1,1.68,7.17,18.17
3.2,0,0,5.6,10.7,1.73,12.39,16.77
8,0,0,12.8,9.56,1.72,11.4,20.67
23.2,16.8,0,59.2,20.7,1.75,45.11,22.52
2.4,1.6,0,3.2,36,2.33,42.93,37.03
6.4,7.2,0,1.6,15.8,2.28,22,88.54
6.4,3.2,0,3.2,13.3,2.23,15.47,45.18
4.8,0,5.6,2.4,11.2,1.97,12.26,33.22
0.8,0.8,3.2,0.8,10.2,1.9,10.69,25.97
0,0,0,0,9.5,2.02,9.85,22.97
0.8,0,1.6,0,8.31,1.99,8.34,21.25
2.4,1.6,4,1.6,7.55,2,7.62,18.87
11.2,56,30.4,10.4,9.34,3.3,8.99,16.8
8,13.6,7.2,11.2,16.1,7.19,15.43,19.35
1.6,4.8,0,0,15,3.87,12.33,38.07
12.8,13.6,0.8,16,12.5,3.23,10.02,36.07
2.4,0.8,0.8,4,13.5,3.84,10,27.62
0,4.8,0.8,4,11.6,3.31,9.14,29.03
12,0,21.6,1.6,9.78,2.82,8.25,26.62
0,0,2.4,0,12.2,2.87,17.48,22.38
0.8,0,0,0,14.6,3.05,16.24,25.32
1.6,0,0.8,0,10.5,2.34,11.33,36.19
7.2,8,0.8,0,9.3,2.13,9.82,25.58
9.6,10.4,2.4,0.8,8.97,2.17,9.16,21.41
1.6,0,3.2,1.6,9.2,2.18,8.6,20
1.6,0.8,0,0,9.14,2.14,8.14,19.4
0,0,0,0,9.37,2.11,7.68,19.1
0,0,0,0.8,8.34,2.04,7.14,18.54
0.8,3.2,0,2.4,7.66,2.15,6.62,17.29
0,0,0,0,7.63,2.16,6.43,15.99
0,0.8,0,2.4,7.06,2.13,6.07,15.33
39.2,87.2,74.8,40.8,22.4,10.93,28.58,14.81
8.8,26.4,1.6,1.6,57.8,10.53,35.35,35.64
0,2.4,0,4,28.3,5.52,19.24,99.21
0,0,0,0,16.9,3.97,13.23,63.44
0,0,0.8,0,11.7,3.15,8.96,38.36
0,0,0.8,0,11.2,2.51,9.15,25.95
0,0,0,0,8.4,2.51,9.16,19.98
0,0,0,0,8.99,2.51,9.18,16.57
0,0,0,0,7.61,2.41,9.12,16.63
0,7.2,2.4,0,8.34,3.01,7.56,15.82
26.4,2.4,16.8,8,8.74,3.14,7.5,17.9
8,0,0,0.8,10.2,3.42,9.15,18.88
0.8,0,0,0,10.1,3.57,10.54,21.18
11.2,5.6,16,8,15.3,3.9,17.17,22.95
8,4.8,28,18.4,23.9,5.14,26.77,30.86
8,4.8,4.8,2.4,34.5,7.98,32.61,48.28
20,8.8,21.6,16.8,44,13.71,47.78,69.82
18.4,20.8,63.2,24,53.7,14.28,57.16,87.5
0.8,3.2,7.2,0.8,61,15.16,54.12,111.7
20,12,1.6,10.4,21.9,9.29,24.24,128.9
8,1.6,12,6.4,30.5,11.39,30.11,58.66
16.8,12,38.4,36.8,48.6,12.26,69.09,66.55
1.6,0,24,0.8,40.1,9.85,39.24,101.4
0,0,0,0,21.8,8.24,25.49,100.9
0.8,0,0,0,17.2,7.6,19.15,61.25
0,0,1.6,0,15.1,6.59,15.75,46.7
0,0,0,0,13.7,4.04,13.59,39.46
0.8,0,0,0,12.5,3.77,12.17,32.78
3.2,0,4.8,3.2,12.1,3.83,11.75,29.13
0,0,0,0,12.1,3.86,11.33,27.66
5.6,0,0.8,0,11.2,3.6,10.39,27.16
0,0,0,0,10.5,3.53,9.94,25.62
0,0,0,0,9.78,3.29,9.03,23.95
0,0,0,0,9.04,3.06,8.27,22.13
0,8,0,0,8.38,2.97,7.51,20.28
0,17.6,0,0,8.23,3.05,7.36,18.58
0,0,0,0,8.27,3.15,7.12,18.11
0,0,0,0,8.38,2.98,7.25,18.05
0,0,0,0,8.59,3.06,7.01,18.26
0.8,0,0,0.8,10,3.22,6.95,18.13
0,0,0,1.6,10.3,3.35,6.84,19.88
1.6,0,0,1.6,10,3.65,6.88,21.32
8,10.4,0,0,11.1,3.79,7,21.32
3.2,0.8,0.8,0.8,13.3,4.16,7.11,21.71
0,0,0,0,11.9,3.65,7,25.15
0,4.8,0,0,10.2,3.27,6.71,24.38
0,0.8,0,0,9.04,3.01,6.58,21.76
3.2,1.6,10.4,1.6,8.2,2.78,6.34,19.01
27.2,1.6,47.2,39.2,29.7,10.64,48.99,17.25
14.4,0,26.4,8,82.2,19.01,98.64,60.62
4,115.2,76.8,53.6,133,40.81,105.63,160.9
0,15.2,0,0.8,139,37.48,70.86,220.2
0,0,0,0.8,83.3,23.77,40.95,232.8
0,0,0,0,51.8,14.67,32.2,178.9
0,0.8,0,20.8,77.6,14.09,61.8,114.5
0,0,0,33.6,59.8,12.77,44.6,127.4
0,15.2,0,24,60.5,20.27,84.13,126.7
0,4.8,0,0,39.8,16.06,39.72,139.5
0,4,0,2.4,23.2,12.67,25.71,111.4
0,10.4,0,2.4,20.3,10.1,20.68,69.55
0,12,0,6.4,25.6,9.7,21.29,54.79
0,0.8,0,21.6,34,10.33,22.41,52.58
0,2.4,0,12.8,46.2,11.72,55.43,66
0,9.6,0,14.4,49.3,11.82,40.51,91.42
0,0,0.8,4,30.2,10.04,27.29,104.7
0,0,0,0,22.3,10.23,21.65,74.81
0,0,0.8,0,19.3,9.11,19.01,58.99
0,0,0,0,17.4,8.48,16.56,50.42
0,0,0,0,17.5,7.77,17.18,44.56
0,3.2,0,4.8,19.6,5.41,19.07,42.51
0,5.6,0,0,25.9,5.23,19.67,42.84
0,0,1.6,0,25.6,5.11,19.83,49.6
0,0,4,0,19.7,4.78,15.52,52.67
0,0,0.8,0.8,16.3,4.45,12.84,45.33
0,0.8,0.8,1.6,15.2,3.66,11.67,36.83
0,4.8,0,0,14.6,3.42,11.3,33.24
0,7.2,8,7.2,13.4,3.85,10.58,31.39
0,0,0,0,12.3,3.61,10.33,28.85
0,8,23.2,28.8,12.2,3.56,10.1,26.76
0,8.8,0,0,13.1,4.44,11.43,25.89
0,0,0,0,12.6,4.22,10.9,29.22
0,0,0,0.8,12,4.02,9.86,30.08
0,0,0.8,0,12.2,4.29,9.6,27.33
0,16,16,11.2,13.8,6.46,11.13,26.48
0,0,22.4,7.2,17.7,8.4,12.86,29.56
0,0,0,0,17.2,7.2,14.18,38.89
0,0.8,0,0,16.7,6.47,16.59,39.75
0,0,0,0,17.4,5.96,17.51,39.42
0,1.6,2.4,0.8,16,5.45,15.63,40.85
0,11.2,2.4,0.8,21.3,6.23,19.67,38.01
0,0.8,3.2,0,20.3,6.58,18.91,43.07
0,0,3.2,0,22.4,6.13,22.59,46.38
0,0,0,0.8,19.9,5.37,18.74,49.81
0,1.6,0,0.8,16.9,5.03,15.79,46.05
0,0,0,0,15.2,4.64,13.66,38.93
0,0,0,0,13.8,4.33,12.04,34.02
0,0,0,0,13,3.93,11.04,30.28
0,0,0,0,11.8,3.64,10.05,27.85
0,1.6,0,0,11,4.16,9.36,25.08
0,0,0,8.8,10.4,4.19,8.7,23.31
0,0,0,0.8,9.72,3.31,8.13,23.26
0,4,4,0,9.2,3.12,7.73,20.73
0,0,0,0,8.9,3.01,7.34,19.42
0,0,0,0,8.75,2.77,7.17,18.4
0,0,0,0,8.58,2.71,7.08,17.77
0,0,0,0,8.48,2.67,6.95,17.29
0,0,1.6,8,8.25,2.62,6.93,16.94
0,0,0,0,8.5,2.59,7.03,16.52
9.6,5.6,9.6,4,9.14,2.68,7.67,16.33
2.4,0,0,0,8.41,2.64,7.4,17.87
3.2,0,2.4,0.8,8.15,2.73,7.34,17.41
0,0,3.2,2.4,7.89,2.62,7.04,16.91
3.2,0,6.4,1.6,7.38,2.5,6.71,16.41
0,0,1.6,0.8,7.23,2.51,6.62,15.39
0.8,1.6,30.4,15.2,7.36,2.5,6.62,14.82
2.4,0.8,12,4,7.44,2.56,6.87,14.87
0,0.8,0.8,0,12.4,3.37,20.91,14.88
0.8,2.4,3.2,0,8.99,2.8,11.72,34.25
0,0,0.8,0.8,7.74,2.71,9.42,24.36
0.8,0,0,0,7.26,2.87,8.31,18.61
0,42.4,72.8,48,13.4,5.6,25,17.85
0,0,80,10.4,18.9,4.12,30.63,29.55
0,23.2,13.6,1.6,16.7,3.65,26.72,50.88
0,0.8,16,0,13.4,3.14,16.2,48.77
0,0,12,0,10.7,2.8,13.66,35.72
0,5.6,19.2,0,9.81,2.63,11.89,26.47
0,0.8,29.6,0,8.59,2.75,9.71,23.78
0,36.8,27.2,0,8.58,4,11.34,19.78
0,15.2,38.4,16,14.2,9.68,35.41,20.01
0,20.8,0.8,4,47.6,33.62,55.28,36.92
0,0,8,0,26.1,16.15,24.12,118
0,0,0,0,14.8,8.36,15.96,79.52
0,0,0,0,11.7,6.17,12.67,42.63
0,11.2,3.2,0,10.1,5.05,10.64,30.78
0,0,0,0,9.06,4.34,9.42,25.43
0,4,0,0,8.34,3.85,8.37,22.11
0.8,0,0,0.8,7.82,3.55,7.66,19.42
14.4,21.6,3.2,2.4,7.43,3.4,7.29,17.46
11.2,10.4,1.6,4.8,7.91,3.51,7.83,16.54
8.8,8,0.8,0.8,8.84,3.43,8.57,16.78
0,0,0,0.8,9.84,3.28,8.3,18.09
0,0,0,0,8.51,2.97,7.25,19.11
0,0,0,0,7.48,2.83,6.65,17.79
0,0.8,0,0,6.96,2.64,6.31,15.21
2.4,2.4,0.8,0,6.72,2.62,6.12,14.01
0,0,0,0,6.65,2.56,5.98,13.28
8.8,24,22.4,4.8,6.82,2.78,5.98,13.03
15.2,0,42.4,5.6,6.79,2.61,6.81,13.34
0,0,0.8,0,8.38,2.54,10.01,13.4
11.2,8.8,52,7.2,7.6,2.85,8.96,17.43
3.2,2.4,7.2,1.6,11.2,4.41,18.44,16.83
1.6,4,4.8,3.2,10.5,4.58,13.57,27.83
0,0,11.2,0,8.59,3.7,10.62,28.7
18.4,8,64.8,24.8,7.29,3.2,8.62,22.7
5.6,7.2,41.2,5.6,10.8,3.93,16.27,17.83
6.4,0,197.2,13.6,11.1,3.55,12.58,22.79
0,0,0,6.4,9.59,3.42,24.6,28.93
15.2,9.6,12.8,4.8,10.7,4.22,22.15,29.35
0.8,0.8,4,0,12.6,4.02,17.43,34.53
0.8,0,0.8,0.8,8.53,3.03,10.6,33.95
0,4.8,158.8,0,7.66,2.63,8.54,22.37
3.2,2.4,33.6,0,6.84,2.47,7.38,17.71
0,4,4,0,6.21,2.34,6.75,15.35
0,0,0,0,6.16,2.24,6.38,13.49
3.2,0,0.8,0,5.7,2.16,5.67,12.65
4,21.6,8.8,0,6.04,2.47,5.91,10.77
0.8,15.2,0.8,0,6.9,5.39,5.88,11.59
0.8,0,0,0,5.42,2.79,4.95,16.58
1.6,3.2,7.2,0,5.1,2.38,4.64,12.38
4,12.8,44,8,5.02,2.84,4.64,10.47
0,0,0,0,4.91,2.92,6.53,10.41
0,0,0,11.2,4.76,2.31,6.61,11.46
0,0,0,0,4.49,2.11,5.2,12.42
0,0,0,0,4.3,1.99,4.52,10.31
0,0,0,0,4.12,1.94,4.08,8.88
0,0,0,0,4.03,1.92,3.89,8.47
0,0,0,0,3.91,1.82,3.84,7.69
0,0,4,0,3.89,1.81,3.75,8.2
0,0,0,0,3.89,1.8,3.63,8.27
0,0,0,0,3.86,1.79,3.57,7.8
0,0,0,0,3.79,1.78,3.52,7.31
0,0,0,0,3.72,1.74,3.44,7.86
0,0,0,0,3.56,1.74,3.4,8.03
0,0,0,0,3.4,1.7,3.32,7.59
11.2,0,14.4,0.8,3.53,1.78,3.36,7.2
0,0,0,0,3.57,1.84,3.39,7.3
7.2,32.8,38.4,0,4.02,2.64,3.82,7.64
0.8,0,13.6,0,3.95,2.15,3.57,8.89
8,0.8,42.4,0.8,3.59,1.79,3.54,9.1
14.4,23.2,43.2,0.8,4.24,1.81,3.62,8.01
4,2.4,0,0,4.27,1.96,3.61,8.11
32,33.6,92,0,4.38,2.54,8.73,8.74
17.6,8.4,33.6,0,7.81,3.65,23.38,9.74
0,0,0,0,12.3,3.05,16.63,25.6
0,0,0.8,0,6.68,2.12,8.1,34.37
16,10.4,9.6,0,5.18,1.93,6.11,19.06
0,0,0,0,5.2,2,5.03,12.78
0,1.6,4,26,4.57,1.84,4.43,11.23
0,0,0,0,4.06,1.76,3.89,9.98
0.8,8,23.2,0,3.77,1.71,3.9,8.65
0.8,4.8,16.8,0,3.65,1.74,3.69,7.91
0,0,50.4,0,3.51,1.65,3.56,7.66
0,0,0,0,3.38,1.61,3.59,7.17
0,0,0,0,3.18,1.55,3.58,6.91
0,0,0,0,3.04,1.51,3.43,7.05
0,0,0,0,3,1.49,3.23,6.94
0,0,0,0,2.91,1.48,3.12,6.48
0,0,0,0,2.84,1.46,3,6.01
0,0,0,0,2.68,1.48,2.85,5.98
0,0,0,0,2.58,1.43,2.72,5.67
0,0,0,0,2.5,1.43,2.71,5.36
3.2,33.6,0,0,2.59,1.42,3.13,5.32
6.4,1.6,6.4,0,3.95,1.58,3.16,5.33
0,0,0,0,3.28,1.47,2.84,6.62
0,0,5.6,0,3,1.41,2.66,6.83
0,0,0,0,2.82,1.41,2.56,5.9
4,7.2,16.8,0,2.84,1.44,2.68,5.73
10.4,18.4,62.8,0,3.04,2.27,2.99,5.71
0.8,0,12,0,3.13,3,7.37,6.65
0,0,0.8,0,3.47,1.95,5.13,11.01
0,0,0,0,3.18,1.66,5,9.93
0,0,0,0,3.05,1.52,3.83,9.12
0,0,0,0,2.8,1.46,3.56,7.62
0,0,0,0,2.7,1.45,3.32,6.87
0,0,0,0,2.65,1.45,3.18,6.42
4.8,28,24,4,3.01,1.64,3.36,5.96
1.6,10,26.4,0,3.29,2.29,3.51,6.74
0.8,0,18.4,0,3.21,1.8,3.23,7.95
0,5.2,0,0,3.21,1.63,3.29,7.69
32.8,14.8,59.6,0,3.46,1.85,3.59,7.37
3.2,14.4,0.8,0,5.07,2.17,9.28,7.71
0.8,0,2.4,0,4.9,1.73,5.71,13.39
0,0,0,0,3.9,1.56,4.18,12.9
0,0,0,0,3.39,1.5,3.64,9.59
0,0,0,0,3.1,1.47,3.43,7.95
0,0,0,0,2.92,1.46,3.12,7.11
0,0,0,0,2.78,1.42,2.95,6.45
0,0,0,0,2.68,1.4,2.79,6.11
0,0,0,0,2.6,1.39,2.66,5.53
2.4,3.2,16,0,2.53,1.46,2.6,5.65
0.8,2.4,10.4,0,2.56,1.72,2.55,5.22
21.6,31.2,54.4,0,3.13,1.56,2.79,5.27
13.6,19.2,24.4,0,3.37,3.54,3.19,5.65
2.4,34.4,80.8,0,4.06,3.49,4.4,8.52
4,5.6,16,0,4.42,2.72,10.48,10.66
3.2,30.4,72.8,0,4.53,2.24,11.79,14.88
16.8,17.6,18.8,0,13.9,10.68,29.99,15.74
28,8.8,16.8,0,14.7,4.39,18.81,41.07
0,0,0,0,13,3.64,15.6,40.86
0,0,0,0,7.9,2.41,8.46,33.38
0,0,0,0,5.84,2.05,6.17,20.9
2.4,8.8,4.8,0,4.89,1.87,5.06,14.13
9.6,12.8,5.6,0,4.67,1.9,4.52,11.17
0,0,0.8,0.8,4.63,1.98,4.1,10.04
2.4,7.2,14,0,4.37,2.01,3.96,10
0,0,0,0,4.08,1.89,3.93,9.02
0,0,0,0,3.71,1.75,3.65,8.54
0,0,0,0,3.51,1.71,3.58,8.07
0,0,0,0,3.36,1.68,3.4,7.75
0,0,0,0,3.24,1.66,3.23,7.49
0,0,0,0,3.16,1.65,3.16,7.28
0.8,2.4,4.8,1.6,3.1,1.63,3.24,7.11
0,0,0,0,3.01,1.61,3.01,7.07
0,0,0,0,2.87,1.55,2.88,6.88
0,0,0,0,2.8,1.54,2.86,6.45
0,0,0,0,2.75,1.54,2.81,6.34
0,0,0,0,2.69,1.52,2.74,6.25
0,0,0,0,2.62,1.5,2.7,6.13
3.2,5.6,0,0,2.61,1.49,2.64,6.02
0.8,2.4,0.8,8,2.6,1.49,2.66,6.13
3.2,3.2,13.6,7.2,2.66,1.55,2.67,5.94
0.8,0,0,0,2.67,1.57,2.63,5.9
0,0,0,0,2.63,1.53,2.69,5.96
0,0,0,0,2.6,1.54,2.7,5.92
0.8,3.2,8.8,4,2.57,1.51,2.69,5.83
0.8,3.2,5.6,6.4,2.65,1.54,2.63,5.83
8.8,8,41.6,32.8,2.74,1.53,2.68,5.95
1.6,0,14.4,1.6,2.78,1.65,2.67,5.98
20,8,50.4,54.4,2.93,1.58,4.15,5.96
30.4,9.6,96,74.4,20.5,2.68,65.23,6.78
0,1.6,4.8,0.8,21.1,2.83,35.48,51.87
4,0.8,7.2,0.8,9.08,2.02,14.85,71.44
0,0,1.6,0.8,6.19,1.77,9.21,32
19.2,5.6,32,52,4.82,1.69,12.56,18.31
10.4,4.8,25.6,16.8,13.1,2.08,31.05,13.85
0.8,0,0,0,11.8,2.98,19.64,37.8
3.2,8,2.4,1.6,7.35,2.1,10.94,36.52
0,0,3.2,1.6,5.74,1.96,8.37,22.54
1.6,9.6,9.6,2.4,5.08,1.93,7.22,16.22
0,0,6.4,0,4.73,1.94,6.51,13.6
0,0,0,0,4.31,1.8,5.72,12.07
0,0,0,0,3.92,1.71,5.06,11.03
0,4,0.8,5.6,3.7,1.67,4.62,9.61
0,0,0,0,3.5,1.66,4.36,8.74
2.4,0.8,6.4,6.4,3.43,1.64,4.26,8.16
10.4,18.8,20,18.4,3.49,1.81,4.41,7.69
4.8,0.8,8.8,17.6,4.88,1.97,8.53,7.72
0,0,0.8,0,8.33,1.84,11.86,11.21
15.2,10.4,44,28,6.37,2.7,9.9,17.71
1.6,6.4,3.2,4,9.13,2.82,17.65,16.85
10.4,12.8,54.4,32.8,7.82,2.82,15.33,23.62
0,0,0,0,9.79,4.99,28.49,22.18
0,0,2.4,0.8,7.76,2.73,12.98,37.14
0,0,0,0,5.8,2.26,9.32,25.09
10.4,33.2,16,8,5.14,2.09,7.56,16.65
5.6,3.2,8,11.2,5.28,2.87,8.12,12.93
25.6,9.6,41.6,37.6,18.3,4.1,40.41,12.55
20.8,12.8,44.8,36,40.1,4.7,56.9,34.69
16.8,8,49.6,28.8,32.8,4.52,41.52,80.15
0,6.4,0.8,3.2,29.2,4.72,34.34,77.41
0,0,1.6,0,12.7,3.52,16.82,67.79
5.6,0.8,37.6,31.2,9.03,3.37,18.12,38.05
8.8,0,3.2,4,14.2,4.07,25.08,24.68
6.4,0,8,8,19.3,3.47,26.47,39.27
8,0.8,24,13.6,17.8,3.24,23.3,37.38
33.6,16,89.2,62.4,23.5,4.9,36.97,42.33
35.2,19.2,84,88.8,35.8,13.91,61.84,49.2
23.2,23.2,32.8,17.6,69.5,23.76,111.08,91.77
0,0,0.8,0,45.7,18.25,43.98,154.4
13.6,4,30.4,9.6,17.5,9.11,25.22,117.6
7.2,2.4,30.4,1.6,15.8,8.61,25.37,59.85
0,0,1.6,0,13.3,7.02,18.68,46.17
56.8,26.4,32,9.6,11,6.06,14.67,39.79
22.4,23.2,29.6,9.6,59.9,10.4,53.07,31.34
0,0,0,0,31,13.9,25.34,78.98
0.8,4,7.2,2.4,14.9,12.5,17.11,81.29
0,0,0,0.8,12.3,10.22,14.12,45.83
1.6,6.4,9.6,6.4,10.5,6.65,12.06,36.09
15.2,13.6,16,12,10.2,6.48,14.73,27.91
0,0,0,0,12.9,4.46,16.04,26.47
8,32,26.4,0,10,3.75,11.6,31.63
32.8,36,20.8,0,12.9,10.16,14.25,24.98
5.6,6.4,0.8,3.2,12,6.55,13.05,29.56
23.6,14,32.8,12.8,10.7,6.44,13.01,32.17
0.8,0,9.6,0.8,10.9,6.64,14.24,26.12
9.6,26.4,44,20,9.68,5.19,11.87,30.39
23.2,8,16.4,8,12,13.43,37.13,26
0,14.4,17.6,0,41.4,26.01,46.59,37.26
0,0,172.8,0,20.7,14.87,23.63,100.2
0.8,5.6,137.2,21.6,14.2,6.06,16.73,67.15
8,2.4,69.6,20.8,14,15.1,38.26,38.86
1.6,0,19.2,5.6,27.7,14.63,46.76,48.78
28.8,15.2,32.4,11.2,44.6,11.87,46.03,73.56
5.6,0.8,152.8,34.4,59,12.96,45.47,82.03
38.4,54.4,144.4,52,27.9,23.29,60.59,105.5
26.4,0.8,75.2,16,56,25.6,66.23,88.79
2.4,0,0.8,0,35,18.11,40.5,134.8
0.8,0,78,0,19.6,13.47,25.39,99.48
0.8,0,1.6,0,14.9,9.03,18.86,63.44
0,0,3.2,0,14.4,8.24,16.73,44.59
0,0,18.4,0,24.2,7.27,20.36,37.22
0,0,0,0,17.1,5.19,15.66,48.03
0,0,30.4,0,13.4,4.87,13.09,39.46
4.8,5.6,0,0,12.1,4.67,11.69,31.23
0,8.8,0,0,11.2,4.46,10.59,27.67
0,0,9.6,4,9.94,4.24,9.46,25.2
7.2,0.8,21.6,8,10.9,4.2,10.27,22.72
6.4,2.4,17.6,3.2,12.7,4.07,12.38,21.94
1.6,0,14.4,3.2,12.3,4,12.46,27.14
24,42.4,40,20,11.3,5.39,13.23,28.11
64.8,74.4,55.2,63.2,76.1,51.52,99.63,26.62
12,0.8,23.2,12.8,90.5,67.32,68.35,143.4
0,0,0,0,40.1,35.46,36.27,220
0,0,0,0,21.7,20.26,24.55,139.9
6.4,0,0,1.6,17.2,15.53,19.24,80.7
0,0,0,0,14.9,11.16,16.36,58.84
0,3.2,0.8,1.6,13,8.68,14.21,46.48
0,0.8,0,0,11.7,6.08,12.67,39.75
1.6,14.4,8.8,3.2,10.9,5.72,11.56,33.06
11.2,11.2,4.8,4.8,11.1,5.49,11.41,29.52
3.2,4.8,0,0.8,12.1,5.33,11.78,28.67
12.8,6.4,5.6,4,15.8,6.18,14.26,29.31
4.8,9.6,6.4,0.8,16.8,5.83,13.55,34.28
